Symbol,Company Name,Industry,Market Cap
MAQC,Maquia Capital Acquisition,Shell Companies,68079022
MAR,Marriott International,Travel Lodging,72542046150
MARA,Marathon Digital Holdings,Financial - Capital Markets,5490282000
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,8830200
MARX,Mars Acquisition,Shell Companies,99145640
MAS,Masco,Construction,17119693500
MASI,Masimo,Medical Instruments & Supplies,7441712448
MASS,908 Devices,Medical Devices,217534439
MAT,Mattel,Leisure,6845655540
MATH,Metalpha Technology Holding,Internet Content & Information,55792084
MATV,Mativ Holdings,Paper & Forest Products,998035838
MATW,Matthews International,Conglomerates,875971100
MATX,Matson,Marine Shipping,3829180434
MAX,MediaAlpha,Internet Content & Information,1277464938
MAXN,Maxeon Solar Technologies,Solar,154645693
MAYS,J.W. Mays,Real Estate Services,94741660
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",2343200369
MBCN,Middlefield Banc,Banks - Regional,187768888
MBI,MBIA Inc.,Insurance - Specialty,323550929
MBIN,Merchants Bancorp,Banks - Regional,1781349743
MBIO,Mustang Bio,Biotechnology,8519908
MBLY,Mobileye Global,Auto Parts,26299267224
MBOT,Microbot Medical,Medical Instruments & Supplies,18142740
MBRX,Moleculin Biotech,Biotechnology,11694428
MBTC,Nocturne Acquisition,Shell Companies,60531957
MBUU,Malibu Boats,Recreational Vehicles,876889936
MBWM,Mercantile Bank,Banks - Regional,593574341
MC,Moelis & Company,Financial - Capital Markets,3751135500
MCAA,Mountain & Co. I Acquisition,Shell Companies,162633676
MCAC,Monterey Capital Acquisition,Shell Companies,107307993
MCAG,Mountain Crest Acquisition V,Shell Companies,34238376
MCB,Metropolitan Bank Holding,Banks - Regional,387713392
MCBC,Macatawa Bank,Banks - Regional,329871360
MCBS,MetroCity Bankshares,Banks - Regional,590312810
MCD,McDonald's,Restaurants,198954208080
mcem,The Monarch Cement Company,,
MCFT,MasterCraft Boat Holdings,Auto - Recreational Vehicles,397568892
MCHP,Microchip Technology,Semiconductors,47629798320
MCHX,Marchex,Advertising Agencies,63242471
MCK,McKesson,Medical Distribution,70972146180
MCO,Moody's,Financial Data & Stock Exchanges,71644631280
MCRB,Seres Therapeutics,Biotechnology,109572130
MCRI,Monarch Casino & Resort,"Gambling, Resorts & Casinos",1390567815
MCS,The Marcus Corporation,Entertainment,430100490
MCVT,Mill City Ventures III,Credit Services,18581107
MCW,Mister Car Wash,Personal Products & Services,2277707840
MCY,Mercury General,Insurance - Property & Casualty,2913073571
MD,Pediatrix Medical Group,Medical Care Facilities,783185130
MDAI,Spectral AI,Medical Devices,40248403
MDB,MongoDB,Software - Infrastructure,24718948566
MDBH,"MDB Capital Holdings, LLC Class A common",Financial - Capital Markets,92956300
MDC,M.D.C. Holdings,Residential Construction,4722001284
MDGL,Madrigal Pharmaceuticals,Biotechnology,4879439402
MDGS,Medigus,Medical Devices,4611439
MDIA,MediaCo Holding,Broadcasting,34530147
MDJH,MDJM Ltd,Real Estate Services,14944256
MDLZ,Mondelez International,Food Confectioners,91520245600
MDRR,Medalist Diversified REIT,REIT - Diversified,12882989
MDT,Medtronic,Medical Devices,112864700000
MDU,MDU Resources Group,Conglomerates,5216475290
MDV,Modiv,REIT - Diversified,137866508
MDWD,MediWound,Biotechnology,141996131
MDXG,MiMedx Group,Biotechnology,1030175580
MDXH,MDxHealth,Diagnostics & Research,80227014
ME,23andMe Holding Co.,Diagnostics & Research,249184980
MEC,Mayville Engineering Company,Manufacturing - Metal Fabrication,286534143
MED,Medifast,Personal Products & Services,371104136
MEDP,Medpace Holdings,Medical - Diagnostics & Research,12184373916
MEDS,TRxADE HEALTH,Medical - Pharmaceuticals,12495954
MEG,Montrose Environmental Group,Waste Management,1335535572
MEGL,Magic Empire Global,Capital Markets,12684370
MEI,Methode Electronics,Electronic Components,419023520
MEIP,MEI Pharma,Biotechnology,26984583
MELI,MercadoLibre,Internet Retail,76298573052
MEOH,Methanex,Chemicals,3280423500
MERC,Mercer International,Paper & Forest Products,674562486
MESA,Mesa Air Group,"Airlines, Airports & Air Services",33161643
MESO,Mesoblast,Biotechnology,393711055
MET,MetLife,Insurance - Life,53192581400
META,Meta Platforms,Internet Content & Information,1291885614358
METC,Ramaco Resources,Coal,841551317
METCB,Ramaco Resources,Coking Coal,855503103
MFA,MFA Financial,REIT - Mortgage,1131068560
MFC,Manulife Financial,Insurance - Life,44358307200
MFG,Mizuho Financial Group,Banks - Regional,49320852925
MFH,Mercurity Fintech Holding,Financial - Capital Markets,56776502
MFIC,MidCap Financial Investment,Asset Management,972274155
MFIN,Medallion Financial,Credit Services,188103636
MG,Mistras Group,Security & Protection Services,297463908
MGA,Magna International,Auto Parts,15099436800
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,3087615
MGEE,MGE Energy,Diversified Utilities,2836318086
MGIC,Magic Software Enterprises,Information Technology Services,575371132
MGIH,Millennium Group International Holdings,Packaging & Containers,16087500
MGLD,The Marygold Companies,Asset Management,49233313
MGM,MGM Resorts International,"Gambling, Resorts & Casinos",14820498000
MGNI,Magnite,Advertising Agencies,1404917280
MGNX,MacroGenics,Biotechnology,847941898
MGOL,MGO Global,Advertising Agencies,4819163
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,1827643950
MGRC,McGrath RentCorp,Rental & Leasing Services,2969429364
MGRM,Monogram Orthopaedics,Medical Devices,73707208
MGRX,Mangoceuticals,Medical - Healthcare Information Services,4936146
MGTX,MeiraGTx Holdings,Biotechnology,345332796
MGX,Metagenomi,Biotechnology,393665573
MGY,Magnolia Oil & Gas,Oil & Gas Exploration & Production,4856100260
MGYR,Magyar Bancorp,Banks - Regional,74180673
MHH,Mastech Digital,Staffing & Employment Services,104507891
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",8052498888
MHLD,Maiden Holdings,Insurance - Reinsurance,221038400
MHO,M/I Homes,Residential Construction,3497551882
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,16697690
MI,NFT Ltd.,Internet Retail,24102000
MICS,The Singing Machine Company,Consumer Electronics,2796626
MIDD,The Middleby Corporation,Industrial - Machinery,8306918898
MIGI,Mawson Infrastructure Group,Financial - Capital Markets,21638110
MIND,MIND Technology,"Hardware, Equipment & Parts",8256581
MINM,Minim,Communication Equipment,15630293
MIR,Mirion Technologies,Industrial - Machinery,2386793400
MIRA,MIRA Pharmaceuticals,Drug Manufacturers - General,15815547
MIRM,Mirum Pharmaceuticals,Biotechnology,1153237782
MIST,Milestone Pharmaceuticals,Biotechnology,93543648
MITA,Coliseum Acquisition,Shell Companies,105139944
MITK,Mitek Systems,Software - Application,649921434
MITQ,Moving iMage Technologies,Communication Equipment,5334961
MITT,AG Mortgage Investment Trust,REIT - Mortgage,174653918
MKC,McCormick & Company,Packaged Foods,20437706951
MKC.V,McCormick & Company,Packaged Foods,20676858438
MKFG,Markforged Holding,Computer Hardware,141559145
MKL,Markel,Insurance - Property & Casualty,19589748600
MKSI,MKS Instruments,"Hardware, Equipment & Parts",8894228256
MKTW,MarketWise,Software - Application,66550580
MKTX,MarketAxess Holdings,Financial - Capital Markets,8096660836
ML,MoneyLion,Software - Application,742570800
MLAB,Mesa Laboratories,"Hardware, Equipment & Parts",538326190
MLCO,Melco Resorts & Entertainment,"Gambling, Resorts & Casinos",3304402350
MLEC,Moolec Science,Biotechnology,49805842
MLGO,MicroAlgo,Software - Infrastructure,30535148
MLI,Mueller Industries,Manufacturing - Metal Fabrication,6045382000
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",1942064061
MLM,Martin Marietta Materials,Construction Materials,37735217550
MLNK,MeridianLink,Software - Application,1422571248
MLP,Maui Land & Pineapple Company,Real Estate Services,416843580
MLR,Miller Industries,Auto Parts,579834096
MLSS,Milestone Scientific,Medical Instruments & Supplies,48274643
MLTX,MoonLake Immunotherapeutics,Biotechnology,2870642804
MLYS,Mineralys Therapeutics,Biotechnology,640241964
MMA,Alta Global Group,Leisure,43448086
MMAT,Meta Materials,"Hardware, Equipment & Parts",1649237236
MMC,Marsh & McLennan Companies,Insurance Brokers,100051996000
MMI,Marcus & Millichap,Real Estate Services,1284514000
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,101012849
MMM,3M Company,Conglomerates,51567711590
MMS,Maximus,Specialty Business Services,4937440260
MMSI,Merit Medical Systems,Medical Instruments & Supplies,4220200500
MMV,MultiMetaVerse Holdings,Entertainment,28108089
MMYT,MakeMyTrip,Travel Services,7586044656
MNDO,MIND C.T.I.,Software - Application,37947424
MNDY,monday.com,Software - Application,10537718821
MNKD,MannKind,Biotechnology,1197951740
MNMD,Mind Medicine (MindMed),Biotechnology,828386503
MNOV,MediciNova,Biotechnology,74550224
MNPR,Monopar Therapeutics,Biotechnology,11206046
MNR,Mach Natural Resources LP,Oil & Gas Exploration & Production,1852500000
MNRO,Monro,Auto Parts,912313071
MNSB,MainStreet Bancshares,Banks - Regional,135835366
MNSO,MINISO Group Holding,Specialty Retail,6700714634
MNST,Monster Beverage,Beverages - Non-Alcoholic,58223808000
MNTK,Montauk Renewables,Utilities - Diversified,622212340
MNTN,Everest Consolidator Acquisition,Shell Companies,198118157
MNTS,Momentus,Aerospace & Defense,5798319
MNTX,Manitex International,Agricultural - Machinery,126706875
MNY,MoneyHero,Internet Content & Information,84778098
MO,Altria Group,Tobacco,74276935200
MOB,Mobilicom,Communication Equipment,5596176
MOBX,Mobix Labs,Semiconductors,49000000
MOD,Modine Manufacturing Company,Auto Parts,4896038106
MODD,Modular Medical,Medical Devices,56401800
MODG,Topgolf Callaway Brands,Leisure,3009171220
MODN,Model N,Software - Application,1054262423
MODV,ModivCare,Medical Care Facilities,334507236
MOFG,MidWestOne Financial Group,Banks - Regional,353441220
MOG.A,Moog Inc.,Aerospace & Defense,5029645623
MOG.B,Moog Inc.,Aerospace & Defense,4972149128
MOGO,Mogo Inc.,Software - Infrastructure,45761230
MOGU,MOGU Inc.,Internet Retail,13401822
MOH,Molina Healthcare,Medical - Healthcare Plans,22173968300
MOLN,Molecular Partners AG,Biotechnology,132981065
MOMO,Hello Group,Internet Content & Information,1204133922
MOND,Mondee Holdings,Travel Services,186339419
MOR,MorphoSys AG,Biotechnology,2723754246
MORF,Morphic Holding,Biotechnology,1586679612
MORN,Morningstar,Financial Data & Stock Exchanges,12998345722
MOS,The Mosaic Company,Agricultural Inputs,10470976950
MOTS,Motus GI Holdings,Medical Devices,2243995
MOV,Movado Group,Luxury Goods,431722192
MOVE,Movano,Medical Devices,26419068
MP,MP Materials,Industrial Materials,2676512340
MPAA,Motorcar Parts of America,Auto Parts,156119456
MPB,Mid Penn Bancorp,Banks - Regional,327993503
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,77457826560
MPLN,MultiPlan,Medical - Healthcare Information Services,515497600
MPLX,MPLX LP,Oil & Gas Midstream,42793884800
MPTI,M-tron Industries,Electronic Components,80469772
MPU,Mega Matrix,Rental & Leasing Services,100448880
MPW,Medical Properties Trust,REIT - Healthcare Facilities,2546175000
MPWR,Monolithic Power Systems,Semiconductors,31621864240
MPX,Marine Products,Recreational Vehicles,400935480
MQ,Marqeta,Software - Infrastructure,3093142894
MRAI,Marpai,Healthcare Plans,25648365
MRAM,Everspin Technologies,Semiconductors,167681450
MRBK,Meridian,Banks - Regional,103171094
MRC,MRC Global,Oil & Gas Equipment & Services,1054878750
MRCC,Monroe Capital,Asset Management,156430686
MRCY,Mercury Systems,Aerospace & Defense,1705585180
MRDB,MariaDB,Software - Infrastructure,30866627
MREO,Mereo BioPharma Group,Biotechnology,477600293
MRIN,Marin Software,Software - Application,5058788
MRK,Merck & Co.,Drug Manufacturers - General,328989936000
MRKR,Marker Therapeutics,Biotechnology,40508195
MRM,MEDIROM Healthcare Technologies,Personal Products & Services,29295000
MRNA,Moderna,Biotechnology,38751284800
MRNO,Murano Global Investments,Shell Companies,205057552
MRNS,Marinus Pharmaceuticals,Biotechnology,475390620
MRO,Marathon Oil,Oil & Gas Exploration & Production,17027311500
MRSN,Mersana Therapeutics,Biotechnology,536589900
MRT,Marti Technologies,Software - Application,41545855
MRTN,Marten Transport,Trucking,1463799600
MRUS,Merus,Biotechnology,2580214614
MRVI,Maravai LifeSciences Holdings,Biotechnology,1139154660
MRVL,Marvell Technology,Semiconductors,63243980000
MS,Morgan Stanley,Financial - Capital Markets,152080110000
MSA,MSA Safety,Security & Protection Services,7543647410
MSAI,MultiSensor AI Holdings,Software - Infrastructure,34300000
MSB,Mesabi Trust,Steel,236684980
MSBI,Midland States Bancorp,Banks - Regional,522977280
MSC,Studio City International Holdings,"Gambling, Resorts & Casinos",1611982284
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,42709248000
MSDL,Morgan Stanley Direct Lending Fund,,1897076864
MSEX,Middlesex Water Company,Regulated Water,865243535
MSFT,Microsoft,Software - Infrastructure,3124128498000
MSGE,Madison Square Garden Entertainment,Entertainment,1905161315
MSGM,Motorsport Games,Electronic Gaming & Multimedia,5663278
MSGS,Madison Square Garden Sports,Entertainment,4387699605
MSI,Motorola Solutions,Communication Equipment,58204696550
MSM,MSC Industrial Direct Co.,Industrial Distribution,5354750066
MSN,Emerson Radio,Consumer Electronics,11605049
MSS,Maison Solutions,Grocery Stores,24810030
MSSA,Metal Sky Star Acquisition,Shell Companies,97986600
MSTR,MicroStrategy,Software - Application,27252633485
MT,ArcelorMittal,Steel,22718412116
MTA,Metalla Royalty & Streaming,Other Precious Metals,310804980
MTAL,Metals Acquisition,Shell Companies,909233496
MTB,M&T Bank,Banks - Regional,23168650050
MTBL,Moatable,Software - Application,8353365
MTC,MMTec,Software - Application,338546500
MTCH,Match Group,Internet Content & Information,9586789240
MTD,Mettler-Toledo International,Medical - Diagnostics & Research,28462375683
MTDR,Matador Resources Company,Oil & Gas Exploration & Production,8543686600
MTEK,Maris-Tech,Electronic Components,11598863
MTEM,Molecular Templates,Biotechnology,9673686
MTEX,Mannatech,Household & Personal Products,16586328
MTG,MGIC Investment,Insurance - Specialty,5846445600
MTH,Meritage Homes,Residential Construction,5946611054
MTLS,Materialise NV,Software - Application,306558695
MTN,Vail Resorts,"Gambling, Resorts & Casinos",8641562320
MTNB,Matinas BioPharma Holdings,Biotechnology,49477383
MTR,Mesa Royalty Trust,Oil & Gas Exploration & Production,20406311
MTRN,Materion,Industrial Materials,2623693680
MTRX,Matrix Service Company,Engineering & Construction,356326335
MTSI,MACOM Technology Solutions Holdings,Semiconductors,7309765953
MTTR,Matterport,Software - Application,634250280
MTUS,Metallus,Steel,986215041
MTW,The Manitowoc Company,Agricultural - Machinery,494515321
MTX,Minerals Technologies,Specialty Chemicals,2423642528
MTZ,MasTec,Engineering & Construction,7532544816
MU,Micron Technology,Semiconductors,141754433700
MUFG,Mitsubishi UFJ Financial Group,Banks - Diversified,119516448028
MULN,Mullen Automotive,Auto Manufacturers,29355066
MUR,Murphy Oil,Oil & Gas Exploration & Production,7380101120
MURA,Mural Oncology,Biotechnology,75604341
MUSA,Murphy USA,Specialty Retail,8749175300
MUX,McEwen Mining,Other Precious Metals & Mining,526210252
MVBF,MVB Financial,Banks - Regional,273950116
MVIS,MicroVision,Scientific & Technical Instruments,326095890
MVST,Microvast Holdings,Electrical Equipment & Parts,192010131
MWA,Mueller Water Products,Industrial - Machinery,2434799430
MWG,Multi Ways Holdings,Rental & Leasing Services,9560400
MX,Magnachip Semiconductor,Semiconductors,210051792
MXC,Mexco Energy,Oil & Gas Exploration & Production,26243978
MXCT,MaxCyte,Medical Devices,442548250
MXL,MaxLinear,Semiconductors,1773704395
MYE,Myers Industries,Packaging & Containers,834320577
MYFW,First Western Financial,Banks - Regional,132143661
MYGN,Myriad Genetics,Medical - Diagnostics & Research,1824460470
MYMD,MyMD Pharmaceuticals,Biotechnology,4706190
MYNA,Mynaric AG,Communication Equipment,117192056
MYND,Mynd.ai,Education & Training Services,196654400
MYNZ,Mainz Biomed B.V.,Medical - Diagnostics & Research,18087257
MYO,Myomo,Medical Devices,84606984
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,396364678
MYRG,MYR Group,Engineering & Construction,2927703570
MYSZ,My Size,Software - Application,1629806
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,287777768
NA,Nano Labs,Semiconductors,115646894
NAAS,NaaS Technology,Specialty Retail,276348750
NABL,N-able,Information Technology Services,2374204550
NAII,Natural Alternatives International,Packaged Foods,41769237
NAK,Northern Dynasty Minerals,Other Industrial Metals & Mining,165918901
NAMS,NewAmsterdam Pharma Company,Biotechnology,1973686737
NAOV,NanoVibronix,Medical Devices,1841920
NAPA,The Duckhorn Portfolio,Beverages - Wineries & Distilleries,1050221900
NARI,Inari Medical,Medical Devices,2505636738
NAT,Nordic American Tankers,Marine Shipping,841447880
NATH,Nathan's Famous,Restaurants,278080930
NATL,NCR Atleos,Software - Application,1395135000
NATR,Nature's Sunshine Products,Packaged Foods,376005618
NAUT,Nautilus Biotechnology,Biotechnology,346521460
NAVI,Navient,Financial - Credit Services,1942682500
NB,NioCorp Developments,Other Industrial Metals & Mining,87191840
NBBK,NB Bancorp,Banks - Regional,576526950
NBHC,National Bank Holdings,Banks - Regional,1296784632
NBIX,Neurocrine Biosciences,Drug Manufacturers - Specialty & Generic,13691236925
NBN,Northeast Bank,Banks - Regional,432188289
NBR,Nabors Industries,Oil & Gas Drilling,855704997
NBSE,NeuBase Therapeutics,Biotechnology,1672551
NBST,Newbury Street Acquisition,Shell Companies,63435967
NBTB,NBT Bancorp,Banks - Regional,1673899550
NBTX,Nanobiotix,Biotechnology,288791546
NBY,NovaBay Pharmaceuticals,Biotechnology,3139242
NC,NACCO Industries,Thermal Coal,213276368
NCDL,Nuveen Churchill Direct Lending,,980100000
NCL,Northann,"Furnishings, Fixtures & Appliances",12434608
NCLH,Norwegian Cruise Line Holdings,Travel Services,8206666960
NCMI,National CineMedia,Advertising Agencies,544307445
NCNA,NuCana,Biotechnology,13734116
NCNC,noco-noco,Auto Parts,39003970
NCNO,nCino,Software - Application,4009016700
NCPL,Netcapital,Financial - Capital Markets,2501388
NCRA,Nocera,Packaged Foods,11545195
NCSM,NCS Multistage Holdings,Oil & Gas Equipment & Services,39323932
NCTY,The9 Limited,Electronic Gaming & Multimedia,20403739
NDAQ,Nasdaq,Financial Data & Stock Exchanges,35455239220
NDLS,Noodles & Company,Restaurants,78731975
NDRA,ENDRA Life Sciences,Diagnostics & Research,3849252
NDSN,Nordson,Industrial - Machinery,15613470600
NE,Noble,Oil & Gas Drilling,6867898981
NECB,Northeast Community Bancorp,Banks - Regional,217316610
NEE,NextEra Energy,Regulated Electric,128379496437
NEGG,Newegg Commerce,Internet Retail,322728672
NEM,Newmont,Gold,42918371700
NEN,New England Realty Associates LP,Real Estate Services,243458786
NEO,NeoGenomics,Medical - Diagnostics & Research,1897560700
NEOG,Neogen,Medical - Diagnostics & Research,3087575200
NEON,Neonode,"Hardware, Equipment & Parts",21964085
NEOV,NeoVolta,Electrical Equipment & Parts,64145673
NEP,"NextEra Energy Partners, LP",Renewable Utilities,2711704307
NEPH,Nephros,Medical Instruments & Supplies,23196140
NERV,Minerva Neurosciences,Biotechnology,17763261
NET,Cloudflare,Software - Infrastructure,31966200535
NETD,Nabors Energy Transition Corp. II,Shell Companies,398024990
NEU,NewMarket,Specialty Chemicals,5989291240
NEUE,NeueHealth,Healthcare Plans,51400000
NEWP,New Pacific Metals,Other Precious Metals,285915690
NEWT,Newtek Business Services,Asset Management,282468372
NEXA,Nexa Resources,Other Industrial Metals & Mining,970777870
NEXI,NexImmune,Biotechnology,5975766
NEXN,Nexxen International,Advertising Agencies,364164225
NEXT,NextDecade,Oil & Gas Exploration & Production,1424729400
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Banks - Regional,422413700
NFE,New Fortress Energy,Regulated Gas,6198419660
NFG,National Fuel Gas Company,Oil & Gas Integrated,4900267044
NFGC,New Found Gold,Gold,707196600
NFLX,Netflix,Entertainment,272673420800
NFYS,Enphys Acquisition,Shell Companies,203855310
NG,NovaGold Resources,Gold,1106768010
NGD,New Gold,Gold,1234080000
NGG,National Grid,Regulated Electric,50707223040
NGL,NGL Energy Partners LP,Oil & Gas Midstream,759299490
NGM,NGM Biopharmaceuticals,Biotechnology,130201344
NGMS,NeoGames,Gambling,977679333
NGNE,Neurogene,Biotechnology,564760820
NGS,Natural Gas Services Group,Oil & Gas Equipment & Services,287799122
NGVC,Natural Grocers by Vitamin Cottage,Grocery Stores,392933948
NGVT,Ingevity,Specialty Chemicals,1710519525
NHC,National HealthCare,Medical Care Facilities,1390096000
NHI,National Health Investors,REIT - Healthcare Facilities,2599812922
NHTC,Natural Health Trends,Internet Retail,81654112
NI,NiSource,Regulated Gas,12235333500
NIC,Nicolet Bankshares,Banks - Regional,1188741611
NICE,NICE Ltd.,Software - Application,15949127936
NICK,Nicholas Financial,Financial - Credit Services,49747425
NINE,Nine Energy Service,Oil & Gas Equipment & Services,89371997
NIO,NIO Inc.,Auto Manufacturers,6970925595
NISN,Nisun International Enterprise Development Group,Financial - Credit Services,22672375
NITO,N2OFF,Agricultural Inputs,3871692
NIU,Niu Technologies,Auto Manufacturers,129579708
NJR,New Jersey Resources,Regulated Gas,4196576415
NKE,"NIKE, Inc.",Footwear & Accessories,136860975138
NKGN,NKGen Biotech,Biotechnology,33927950
NKLA,Nikola,Agricultural - Machinery,1191105916
NKSH,National Bankshares,Banks - Regional,190428032
NKTR,Nektar Therapeutics,Biotechnology,190962720
NKTX,Nkarta,Biotechnology,667992507
NL,NL Industries,Security & Protection Services,403853045
NLOP,Net Lease Office Properties,REIT - Office,349668041
NLSP,NLS Pharmaceutics AG,Biotechnology,6330121
NLY,Annaly Capital Management,REIT - Mortgage,9646543200
NMFC,New Mountain Finance,Asset Management,1305521820
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,207252225
NMHI,Nature's Miracle Holding,Industrial - Machinery,5328365
NMIH,NMI Holdings,Insurance - Specialty,2576021630
NMM,Navios Maritime Partners L.P.,Marine Shipping,1307588208
NMR,Nomura Holdings,Financial - Capital Markets,18749664677
NMRA,Neumora Therapeutics,Biotechnology,2113183800
NMRK,Newmark Group,Real Estate Services,1859650181
NMTC,NeuroOne Medical Technologies,Medical Devices,32180247
NN,NextNav,Internet Content & Information,819470300
NNAG,99 Acquisition Group,Shell Companies,133488590
NNBR,"NN, Inc.",Conglomerates,214361144
NNDM,Nano Dimension,Computer Hardware,566000844
NNI,Nelnet,Financial - Credit Services,3504494139
NNN,NNN REIT,REIT - Retail,7534392750
NNOX,Nano-X Imaging,Medical Devices,622204152
NNVC,NanoViricides,Biotechnology,15077120
NOA,North American Construction Group,Oil & Gas Equipment & Services,625554540
NOAH,Noah Holdings,Asset Management,726953239
NOC,Northrop Grumman,Aerospace & Defense,67701461400
NODK,NI Holdings,Insurance - Property & Casualty,307605220
NOG,Northern Oil and Gas,Oil & Gas Exploration & Production,4129740620
NOK,Nokia Oyj,Communication Equipment,19781663351
NOMD,Nomad Foods,Packaged Foods,3073761910
NOTE,FiscalNote Holdings,Information Technology Services,154591465
NOTV,Inotiv,Diagnostics & Research,243980022
NOV,NOV Inc.,Oil & Gas Equipment & Services,7919480400
NOVA,Sunnova Energy International,Solar,646715520
NOVT,Novanta,"Hardware, Equipment & Parts",6043909755
NOVV,Nova Vision Acquisition,Shell Companies,37961318
NOW,ServiceNow,Software - Application,155627800000
NPAB,New Providence Acquisition Corp. II,Shell Companies,124162682
NPCE,NeuroPace,Medical Devices,350622702
NPK,National Presto Industries,Aerospace & Defense,579159583
NPO,EnPro Industries,Industrial - Machinery,3506313104
NPWR,NET Power,Industrial - Machinery,767093600
NR,Newpark Resources,Oil & Gas Equipment & Services,642420818
NRBO,NeuroBo Pharmaceuticals,Biotechnology,19084457
NRC,National Research,Medical - Healthcare Information Services,864960544
NRDS,NerdWallet,Financial - Credit Services,1076561970
NRDY,Nerdy,Software - Application,493350086
NREF,NexPoint Real Estate Finance,REIT - Mortgage,230119056
NRG,NRG Energy,Independent Power Producers,14979592210
NRGV,Energy Vault Holdings,Renewable Utilities,257388250
NRIM,Northrim BanCorp,Banks - Regional,266179672
NRIX,Nurix Therapeutics,Biotechnology,713364919
NRP,Natural Resource Partners L.P.,Coal,1195439624
NRSN,NeuroSense Therapeutics,Biotechnology,28015386
NRT,North European Oil Royalty Trust,Oil & Gas Exploration & Production,63966506
NRXP,NRx Pharmaceuticals,Biotechnology,45361705
NRXS,NeurAxis,Biotechnology,18195914
NS,NuStar Energy L.P.,Oil & Gas Midstream,2959653650
NSA,National Storage Affiliates Trust,REIT - Industrial,6016959188
NSC,Norfolk Southern,Railroads,56886886020
NSIT,Insight Enterprises,Technology Distributors,6033097824
NSP,Insperity,Staffing & Employment Services,4006000242
NSPR,InspireMD,Medical Devices,51604520
NSSC,Napco Security Technologies,Security & Protection Services,1462084500
NSTS,NSTS Bancorp,Banks - Regional,50760743
NSYS,Nortech Systems,Electronic Components,38225511
NTAP,NetApp,Computer Hardware,21975022960
NTB,The Bank of N.T. Butterfield & Son,Banks - Diversified,1491460020
NTBL,Notable Labs,Biotechnology,11701716
NTCT,NetScout Systems,Software - Infrastructure,1471845200
NTES,NetEase,Electronic Gaming & Multimedia,60698589300
NTGR,NETGEAR,Communication Equipment,456784020
NTIC,Northern Technologies International,Specialty Chemicals,115582376
NTIP,Network-1 Technologies,Specialty Business Services,48900800
NTLA,Intellia Therapeutics,Biotechnology,2400737872
NTNX,Nutanix,Software - Infrastructure,15444036090
NTR,Nutrien,Agricultural Inputs,27789494970
NTRA,Natera,Medical - Diagnostics & Research,11034666720
NTRB,Nutriband,Biotechnology,37599120
NTRP,NextTrip,Travel Services,3656759
NTRS,Northern Trust,Asset Management,17939390670
NTST,NETSTREIT,REIT - Retail,1292364770
NTWK,NetSol Technologies,Software - Application,33261428
NTZ,Natuzzi,"Furnishings, Fixtures & Appliances",69061598
NU,Nu Holdings,Banks - Diversified,55812245897
NUE,Nucor,Steel,48185111750
NUKK,Nukkleus,Software - Application,329870918
NURO,NeuroMetrix,Medical Devices,7648179
NUS,Nu Skin Enterprises,Household & Personal Products,643971510
NUTX,Nutex Health,Health Information Services,64760661
NUVB,Nuvation Bio,Biotechnology,791506980
NUVL,Nuvalent,Biotechnology,4741004842
NUWE,Nuwellis,Medical Devices,2618554
NUZE,NuZee,Packaged Foods,1768673
NVAC,NorthView Acquisition,Shell Companies,67806816
NVAX,Novavax,Biotechnology,635386620
NVCR,NovoCure,Medical Instruments & Supplies,1544281060
NVCT,Nuvectis Pharma,Biotechnology,146592798
NVDA,NVIDIA,Semiconductors,2224100000000
NVEC,NVE Corporation,Semiconductors,414464050
NVEE,NV5 Global,Engineering & Construction,1527544893
NVEI,Nuvei,Software - Infrastructure,4495525092
NVFY,Nova LifeStyle,"Furnishings, Fixtures & Appliances",5231136
NVGS,Navigator Holdings,Oil & Gas Midstream,1149110368
NVMI,Nova Ltd.,Semiconductors,5191439234
NVNI,Nvni Group,Software - Application,54382560
NVNO,enVVeno Medical,Medical Devices,68316210
NVO,Novo Nordisk,Biotechnology,569261699072
NVOS,Novo Integrated Sciences,Medical Care Facilities,8309763
NVR,"NVR, Inc.",Residential Construction,25310406258
NVRI,Enviri,Waste Management,706538865
NVRO,Nevro,Medical Devices,474628616
NVS,Novartis AG,Drug Manufacturers - General,184633605903
NVST,Envista Holdings,Medical Instruments & Supplies,3472172000
NVT,nVent Electric,Electrical Equipment & Parts,12639333330
NVTS,Navitas Semiconductor,Semiconductors,828148860
NVVE,Nuvve Holding,Specialty Retail,4358195
NVX,Novonix,Electrical Equipment & Parts,301877225
NWBI,Northwest Bancshares,Banks - Regional,1417309950
